branch_name,review_text,star_rating,date,cleaned_text,bert_sentiment,rating_sentiment,bert_sentiment_analysis,rating_based_sentiment,branch_overall_sentiment,dataset_overall_sentiment
BPI Diego Silang - Petron C5 Branch,"Worst branch ever!

You have to wait outside under the heat of the sun and the queue is very slow. Guards aren't helpful and friendly and they don't even sign the parking ticket which ends up me paying for 50 pesos.",1,a year ago,worst branch ever! you have to wait outside under the heat of the sun and the queue is very slow. guards arent helpful and friendly and they dont even sign the parking ticket which ends up me paying for 50 pesos.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"The branch is like a marketplace (palengke)
Cannot accomodate many people, most of us are left outside in the heated sun for HOURS. When I got in, most of the staff are taking their sweet time, talking …",1,2 years ago,"the branch is like a marketplace palengke cannot accomodate many people, most of us are left outside in the heated sun for hours. when i got in, most of the staff are taking their sweet time, talking ",Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"worst bank, they would ask you to wait outside for hours, grabeng cost cutting. isa lang ata teller",1,9 months ago,"worst bank, they would ask you to wait outside for hours, grabeng cost cutting. isa lang ata teller",Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"Worst bpi branch ever. ! Just an advice if your thinking to go here because its the nearest . Well its much better to go to bgc branch instead . You'll need more than 3 hrs to wait here !  Waitted outside for hours , accommodated inside in less than 5 mins . .",1,a year ago,"worst bpi branch ever. ! just an advice if your thinking to go here because its the nearest . well its much better to go to bgc branch instead . youll need more than 3 hrs to wait here ! waitted outside for hours , accommodated inside in less than 5 mins . .",Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"Possibly the worst BPI branch ever. Their cash deposit machine broke while I was using it. It never returned my cash and their customer service advised that it will take 3 DAYS to resolve and credit the cash, which I need to send to a …",1,Edited 2 years ago,"possibly the worst bpi branch ever. their cash deposit machine broke while i was using it. it never returned my cash and their customer service advised that it will take 3 days to resolve and credit the cash, which i need to send to a ",Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"Worst BPI branch, the staff are more on chatting than assisting.",1,4 months ago,"worst bpi branch, the staff are more on chatting than assisting.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"Due to covid19 pandemic, they have new banking schedule from 9AM to 3PM. You just need to wait dahil may mga nakapila din but their costumer service is good, there's line for costumer service and another line for ATM, this was around lunch and after lunch time.",4,5 years ago,"due to covid19 pandemic, they have new banking schedule from 9am to 3pm. you just need to wait dahil may mga nakapila din but their costumer service is good, theres line for costumer service and another line for atm, this was around lunch and after lunch time.",Positive,Positive,Positive,Positive,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Guards are very unfriendly. They even yelled at people and were unhelpful. In the end I wasn't able to do what I came for. Had to leave immediately and find another branch instead.,1,Edited a year ago,guards are very unfriendly. they even yelled at people and were unhelpful. in the end i wasnt able to do what i came for. had to leave immediately and find another branch instead.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Worst bpi branch ever. You have to wait outside for your turn. We have waited for more than 2hrs!,1,9 months ago,worst bpi branch ever. you have to wait outside for your turn. we have waited for more than 2hrs!,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"I was assisted right away when i went to the branch. However there was a very lousy customer rep during phone call , u can feel that she is not willing to provide all the answer that im asking..",2,a year ago,"i was assisted right away when i went to the branch. however there was a very lousy customer rep during phone call , u can feel that she is not willing to provide all the answer that im asking..",Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,There should be an option for zero. People's time are important. I've been waiting for 26 mins just to pick up a card. Super hassle and unsystematic with this day and age.,1,3 years ago,there should be an option for zero. peoples time are important. ive been waiting for 26 mins just to pick up a card. super hassle and unsystematic with this day and age.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"#WorstBPIBranch, the officer/manager took a long break pending simple BPI ""on us"" fund transfer transaction.",1,a year ago,"worstbpibranch, the officermanager took a long break pending simple bpi on us fund transfer transaction.",Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Just look at the comment section. Exact same experience. So frustrating. Other BPI branches are not like this. What’s wrong with this branch? Seriously?,1,2 years ago,just look at the comment section. exact same experience. so frustrating. other bpi branches are not like this. whats wrong with this branch? seriously?,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Very disorganized queueing system. 1H waiting time just for customer service.,1,2 years ago,very disorganized queueing system. 1h waiting time just for customer service.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,The worst ever. People here hate their job and cuatomers.,1,a year ago,the worst ever. people here hate their job and cuatomers.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Slow and disregards the customer's number.,1,10 months ago,slow and disregards the customers number.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,POOR CUSTOMER SERVICE ALL OF THE EMPLOYESS ARE RUDE,1,a year ago,poor customer service all of the employess are rude,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Always long queue outside under the sun,1,11 months ago,always long queue outside under the sun,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Sobrang tagal. Per transaction more than an hour. Waste of time!,1,3 years ago,sobrang tagal. per transaction more than an hour. waste of time!,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Two hours or waiting just for a six minutes transaction.,1,2 years ago,two hours or waiting just for a six minutes transaction.,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,The branch that never answers their phone. Welcome to BPI Diego Silang Petron C5 BRANCH!,1,6 years ago,the branch that never answers their phone. welcome to bpi diego silang petron c5 branch!,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Worst service ever. Long hours que.,1,3 years ago,worst service ever. long hours que.,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Unresponsive and unprofessional staff,1,a year ago,unresponsive and unprofessional staff,Positive,Negative,Positive,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Poor customer  service,1,a year ago,poor customer service,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,Slow service,1,2 years ago,slow service,Negative,Negative,Negative,Negative,Positive,Positive
BPI Diego Silang - Petron C5 Branch,"Just throw away your number generator since you don't follow it! Then give your priority lane to those who first tell you to give them priority over the SENIOR/PWDs in line! Just do it! You'll get a guard who doesn't like the job! Your fragmented system that's one! Your customer service is so damn unpleasant!

Not recommended for depositors to open here. Much better on bayani road and mckinley.",1,2 months ago,just throw away your number generator since you dont follow it! then give your priority lane to those who first tell you to give them priority over the seniorpwds in line! just do it! youll get a guard who doesnt like the job! your fragmented system thats one! your customer service is so damn unpleasant! not recommended for depositors to open here. much better on bayani road and mckinley.,Positive,Negative,Positive,Negative,Positive,Positive
